Job Title,Department,Earnings,meta_row_index,meta_row_id
CONTROL & DATA SYSTEMS ENG,UT PROCESS & SUPERVIS CNTR DIV,93363.55,212,c27eab46e56741dce78783994d3a2807a26a7278
POLICE OFFICER,INVESTIGATIONS,93332.56,213,69eb60b0263511eb6226b46e4b16edc2ed350b53
POLICE OFFICER,PATROL,93262.34,214,85d4debf33bb138c38b51e9386c4d6640c495c31
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,93251.35,215,155e659f5c5705b94107f1080903e45ed6d1c4e0
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,93245.95,216,c314c8d5064ea67b0ce2bf5e503c1d40310cb55b
STRATEGIC FINANCE MANAGER,FINANCE ADMINISTRATION,93064.05,217,31c43c30f43795079d8824ef293d73fd66dc113f
POLICE OFFICER,PATROL,93054.24,218,02e52cd5bc27549520b5d434506af3420a7ad11c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,93034.62,219,ef27a06f3ccfc28231401ffea970e8d9cb0b38dd
CONSTRUCTION INSPECTOR,STREETS,93002.18,220,f69911e3e3533b3dcadf319a29cf2ad8b99ef400
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,92773.37,221,8c1405ef34ef86c7f208b3aa0fd641dc52fec1db
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,92769.30,222,22fcb16704c982dfc5b99b55c79f5ad7f1beca2e
CHIEF BUILDING OFFICIAL,COMM DEV & NEIGHBORHOOD SVCS,92642.03,223,d63bd0210ba9e9562a95cb82cec52a55dc066bf7
INFORMATION SERVICES MANAGER,INFORMATION TECHNOLOGY,92482.06,224,133af94ad23adeb97ba69001f1a22b63ad7bba0a
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,92452.57,225,99bb05bb7c5abbb8ff41811509f7c1bbe6698824
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,92366.00,226,d9bf1483d1d837e0baa8b0e1887aa10810951e73
SR ELECTRIC SYSTEMS OPERATOR,UT ELEC SYSTEM DESIGN & IT DIV,92353.19,227,ce3c851a58c355107d443ce12d2aec57b69be34a
POLLUTION CONTROL SERVICE SUPV,UT ENVIRONMENTAL SERVICES DIV,92228.15,228,cf7182d6696bfafb8c6d6004390fb5f6f53f4621
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,92221.57,229,85e09b155dd4d06d7347230ee75de7a91e0d188c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,92188.05,230,7dc3cb37a3f7a2a3d5a06ea6e6c774f6639e2b65
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,92163.67,231,69bf03f892e7b83a95b4646231eb6ff844a96eba
POLICE OFFICER,INVESTIGATIONS,92045.59,232,bb1e806b2b6917287cdf6ca0b9159eb3000af497
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,91986.31,233,d8324a9d3ca2e3406a96f8a915d890b73bbd6eba
POLICE OFFICER,PATROL,91985.84,234,ad65e26c4fa51981953d5c84e2afdbb15bc45fc4
BUDGET/PERF MEASMNT MGR-Inactv,BUDGET,91868.63,235,753d08df433adb1de4eaa29ddf40a4a10d819280
SPECIAL PROJECTS MANAGER,UT WATER SYSTEMS ENGR DIV,91785.17,236,0ce34470359410fadb9180333b2219d888cb4afb
LIBRARY FINANCE OFFICER,LIBRARY DISTRICT,91698.84,237,eafc4d9d5184759a6a8f91c37e52380a4b896bdd
SPECIAL PROJECTS MANAGER,UT WATER SYSTEMS ENGR DIV,91608.12,238,df6c15ce26c8fd4bb2f2abc741b2343fe4842a66
SPECIAL PROJECTS MANAGER,UT WATER SYSTEMS ENGR DIV,91567.07,239,6cf26ba1aafebddd8d1baba5d469bcc5499930ad
RECREATION AREA MANAGER,RECREATION,91558.97,240,ea945fcbf90a660ca8bb56ca20d2a148b6752a7d
POLICE OFFICER,PATROL,91548.71,241,11be0ada9395f84944584a95e7eed4ae7da906d0
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,91482.66,242,8bb0b81f8d7dad996041025ee3a667e5d3da3ad7
POLICE SERGEANT,OFFICE OF THE CHIEF,91475.17,243,1cca88793c43fb2f642b57e7b0686f5c2767bd83
POLICE OFFICER,PATROL,91446.69,244,011a0c174fafff53a48907e28a50c6ce1afdacd9
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,91426.74,245,e1119c622a768b5878bbcc574d084d3e881a16ed
POLICE OFFICER,PATROL,91353.72,246,ad690410591f76909b2ba33f655ba206b8a72a02
SPECIAL PROJECTS MANAGER,UT WATER SYSTEMS ENGR DIV,91340.10,247,beb01c198383a5c53fdefda95888b443d308521a
CIVIL ENGINEER III,UT WATER SYSTEMS ENGR DIV,91330.62,248,b1b0bc073d01b0bdb0596138b8a3454341270660
ASSET MANAGER,UTILITIES STRATEGIC PLANNING,91318.49,249,992cafd4ed3b024a17b6e26f634cfb2e18862ebb
ASSISTANT CITY ATTORNEY II,CITY ATTORNEY'S OFFICE,91313.04,250,0f0eac84ec71c9515fca5f256305bc8c2a82ab2a
SR ENERGY SERVICES ENGINEER,UTILITIES CUSTOMER CONNECTIONS,91266.25,251,4fa16ce865fd77d5da46e1c1198b13fe00f99338
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,91246.96,252,8ccb9e4186c670a61b6ffca4d9194d2510b1d88f
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,91167.61,253,8e8a14425328cc3e3a9debe7d8fd438a1974cc51
CIVIL ENGINEER III,UT DISTRIBUTION SYSTEM DIV,91154.58,254,10bd1393a3003a40bce4e68bcffe1e5cf9d29106
SR ENERGY SERVICES ENGINEER,UTILITIES CUSTOMER CONNECTIONS,91028.86,255,8787b837dbab411b028dec82b5a26f0ecea00d0c
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,90984.25,256,9fab63da53c9addcdbb144703ac8539b83700162
SR CONSTRUCTION INSPECTOR,ENGINEERING,90938.59,257,5cbe7d629a1eb1a5e06daf9cc7d9a4155c4e0df7
LINE CREW CHIEF,ELECTRIC FIELD SERVICES,90914.92,258,f7375f3fadcd2523590dc81722c416b506f859e2
POLICE OFFICER,PATROL,90907.38,259,2e4be22c841d78481aa295696449d2224048ac85
ASSISTANT CITY ATTORNEY II,CITY ATTORNEY'S OFFICE,90883.37,260,e00d268afcf738a0bd881b5cf28fe6e0ce8d6358
ENVIRONMENTAL REGULATORY SPEC,UT ENVIRO REGULATORY AFFAIRS,90873.56,261,b9e67bb67562660fcdf05b68ef81203571d7015c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,90856.04,262,a62b71494d9551f0af9937aff95580e5c4c053a6
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,90670.00,263,ddff4eb1a91787b06a3af270c3e8cd45a7560f3f
POLICE OFFICER,PATROL,90552.25,264,c531f8cabca6968750093f25e99e47c28e082f76
SPECIAL PROJECTS MANAGER,UT WATER SYSTEMS ENGR DIV,90461.30,265,3869dca462130f127f5660dac039880b1bc93480
NETWORK ADMINISTRATION MGR,INFORMATION TECHNOLOGY,90454.02,266,f1404f968a773645e6f8726f1d974c21e19d5321
CIVIL ENGINEER III,PARK PLANNING & DEVELOPMENT,90447.07,267,ea4118b060c72ca89d316f00fc7f184749c4582d
SPECIAL PROJECTS MANAGER,UT WATER SYSTEMS ENGR DIV,90445.25,268,bcda9f23759b9678591dd2db860b75c890c3764d
SR CONSTRUCTION INSPECTOR,STREETS,90385.55,269,eefc2ee7e7b85d11db881b13b004f876b2f0fd5f
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,90365.33,270,d65b08eb31d0e90f8a6bebf28564b8d9e18c0254
POLICE OFFICER,PATROL,90309.89,271,5bd626111e5782db76265b5a3aebf6c2a0f02b59
POLICE OFFICER,PATROL,90297.66,272,e7c3e287e6863fe8d7e3d6c35eba6f45f559ecee
POLICE OFFICER,INVESTIGATIONS,90129.56,273,542bb81522f81e5b7baf2516192be11fed7bc1c8
DIRECTOR OF PDT,PDT ADMINISTRATION,90040.35,274,744435af5d7bc22331b2de36b77e01dda483f888
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89991.61,275,bef7ba8219a3862934285c542f086c371c5b6596
SUPERVISORY CREW CHIEF,ELECTRIC FIELD SERVICES,89955.08,276,e9bf73d733501623fc38f3af34b24f490a1f97e9
POLICE OFFICER,INVESTIGATIONS,89809.38,277,45d27da699e9a11076475f5100f97b5b7ed28642
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89776.03,278,ed0c478c96b07790d80812cb5c10dbb45e267620
POLICE TECHNICAL PROJECTS MGR,POLICE INFORMATION SERVICES,89754.33,279,62e45b62d9cf867cab2b7db6aef9f80b42f71fae
POLICE OFFICER,PATROL,89685.98,280,47461f4f3df5fbadd659f47b28a088efa9165627
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89640.02,281,30e971eacb207bea71dff32cfbd513a568f3e157
POLICE OFFICER,OFFICE OF THE CHIEF,89553.66,282,7b67a9ebadef057e926fbf317e76e1ca17fa2e06
POLICY AND PROJECT MANAGER,L&P OPERATIONS SERVICE UNIT,89492.21,283,e72249eeaad647e7f346749a45ebb61a1dac6e64
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,89490.69,284,a98927f5cf8b897fc6b0a52319ce0c0a344b56b3
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,89456.88,285,95ff38ff84546eca69ab4e1bfe66eb8756a10129
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89444.43,286,d6b7f935b0f525684d6895d8d26fa048ac7999c3
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89441.82,287,c33ed4b55554429e39f3ca7f63511dfcb2cee688
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89399.92,288,c68a6993680b072b4395d79b618d35b26b727fd4
POLICE OFFICER,PATROL,89308.28,289,89d93210269e774a4d046c6b1eb1ed2802cd8b6e
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89134.62,290,fba9d65109039d4ebf4a231eeb54ab2c369e9445
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,89127.69,291,9b064474690f1c903eac65cbc9cee6d048a93471
SR ENERGY SERVICES ENGINEER,UTILITIES CUSTOMER CONNECTIONS,89110.55,292,41d23b7959c061d13d22acf188f1a6ba92efa5e7
POLICE OFFICER,OFFICE OF THE CHIEF,89048.32,293,3a70954d874217a7d02e11c275cb9531de825aff
ELECTRICAL SERVICES SUPERVISOR,ELECTRIC FIELD SERVICES,89045.43,294,cc88d3e9af91fd83647c39cf4faf1f7855b86d57
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,89028.41,295,c5728143870e467ba3dabba04c9c7a528da44d86
POLICE OFFICER,INVESTIGATIONS,88973.87,296,8146639d617d6cc6093a1d76515710356b0331e7
POLICE OFFICER,PATROL,88862.00,297,f4936973e3d80c023ab9a61bc27858a469714b49
POLICE OFFICER,INVESTIGATIONS,88712.44,298,9ae188013be9b49c0e36df1e9a45119750f32d6c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,88674.11,299,86c8a3d2c64ee48a459d2f27a6c9726b7f1feef0
POLICE DEPUTY CHIEF,INVESTIGATIONS,88549.31,300,16b40e97bf55a6687dc5cf9e44e66798defaf656
INFORMATION SERVICES MANAGER,INFORMATION TECHNOLOGY,88264.03,301,e10ef36f5818659308c77c5e7905fe4b8428158a
LAN AND SYSTEMS ADMINISTRATOR,INFORMATION TECHNOLOGY,88257.60,302,0b4e56b7a0e756f0708d6da4ecbe5610497b727a
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,88113.91,303,e5d2f36b2db1ce1777bf26ab6424b3e8c58e561a
EMERGENCY MEDICAL SVCS COORD,POUDRE FIRE AUTHORITY,88068.85,304,c3393742f3a75ebb504aa7e4a7069a6a268fe906
POLICE OFFICER,PATROL,88000.12,305,730c5dd467a2cc7d0e3abae87f2a7cec5bdf28a3
ASSISTANT CITY ATTORNEY II,CITY ATTORNEY'S OFFICE,87989.31,306,e4f351f64db73994700ee154ff6c322ca24589d2
POLICE OFFICER,PATROL,87971.66,307,89e9d1dc5cb38167ed9dc1f0812a2cf4c740ff0a
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,87946.06,308,30df4a5175c1174ffa59f7d35b78869ac14b2d13
SYSTEMS ANALYST,INFORMATION TECHNOLOGY,87851.46,309,277738db2759fc38202584cd54a4b048a7539c43
PROJECT ENGINEERING SUPERVISOR,UT ELECTRIC SYSTEMS ENG DIV,87850.42,310,e509dd596bb4964f40711470909e52fc809bb17f
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,87845.94,311,a764ad0efd7c2bca0e079cd9d9fd3ee7c26c1f07
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,87831.28,312,b952792df8e70f403f1df710ad67879453459de4
SUBSTATION SPECIALIST,UT ELEC SYSTEM DESIGN & IT DIV,87773.90,313,fab49dc973756224e1418c3ba7bf129dea656e49
POLICE OFFICER,OFFICE OF THE CHIEF,87608.99,314,90a792d6164f4c595dc59110d4181f9b16d99674
CHIEF PLANNER,COMM DEV & NEIGHBORHOOD SVCS,87591.57,315,97e387fe00519fb80322fac47cfe81c360f642b2
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,87543.59,316,0ecc407c1a6f98614d5352c7062d6123c4963112
POLICE OFFICER,INVESTIGATIONS,87525.14,317,e8de7e008b02f28e1ee705e7290e3e17ecf2f7d8
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,87505.37,318,494491f4f10be5da3ece886404d6ce9f450b32c4
SUBSTATION SPECIALIST,UT ELEC SYSTEM DESIGN & IT DIV,87504.63,319,590d276de1b2c25e812978dd3059a039cb491410
POLICE OFFICER,PATROL,87491.99,320,e571f4eba52face4b9a61cdb8ac2f436129bdca2
LEAD MAINTENANCE SPECIALIST,UT WATER PRODUCTION DIV,87364.78,321,bc5eb343d95594f40570515c3f6f7f32a12db1d8
POLICE OFFICER,PATROL,87319.22,322,d2096590aabd6bbb7b7d37fdc06c6732b25c5904
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,87315.94,323,4deca01bfdc69ab96ba9ae4ff0c53b7e4381e4d2
POLICE OFFICER,PATROL,87228.75,324,aaea599f21181586dbb3582e4ef8894be4f197c7
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,87221.75,325,5daf2f877b153db3ad2acccbb8b1f5189e481215
FC MOVES PROGRAM MANAGER,FC MOVES,87135.12,326,c5e18389bcee8c215cd1687e24d4726c1de3ab22
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,87095.64,327,6675cd3f97435b3fb3e64fda8b8ef4f414b7241b
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,87072.38,328,e32ea52db2b35335fa05958b7e46ac4b614ebc68
EMERG SERVICES DISPATCH SUPV,POLICE INFORMATION SERVICES,87026.42,329,20f88272e8ad51a4b5cf2d43764714af65f368f5
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,87013.21,330,b567298b363d01a2c0b774ffe409262b5f65bbf5
POLICE OFFICER,INVESTIGATIONS,86950.22,331,dd19598a28ce49e75e5b59b40cc2dabc79e883ee
POLICE OFFICER,PATROL,86920.10,332,804d66e4541d6473a21924e94f5183aa87f917c5
POLICE OFFICER,PATROL,86886.52,333,d9095082aad5c870905e6debf1645626cc69b81e
POLICE OFFICER,PATROL,85586.49,372,355d494c9e93f2a8da4438041a7c0c2e22e7a1e1
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86836.63,334,30e6572b0f94b2860656f82de03243161734f023
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86800.62,335,6cad00f0d3002a1e74a4f56e58be6fbe1da8c104
POLICE OFFICER,PATROL,86797.95,336,0a96be180e353ec7e31362316768beb1769d5944
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86792.79,337,158a492a3d677806c185e8c09baa64cc8179b1d0
ENVIRONMENTAL PROGRAM MANAGER,NATURAL AREAS,86634.82,338,707998b26040e8ef7cb05309585419df5f3776d9
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86629.39,339,62b073b91aaed2470cc236941fd05bd193586879
POLICE OFFICER,INVESTIGATIONS,86594.49,340,d9d4ed664b4bbc68381c2e71862c58dcfa3e5304
POLICE OFFICER,PATROL,86535.20,341,37b1074f1478792a929e69fcb5d7730d6f05bc5e
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86481.18,342,b0057452a598ff8fe02bd90573e3b2d588d04876
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86480.94,343,15e428aab8ce3033f616e4f8b070ba5909d44248
POLICE OFFICER,PATROL,86455.11,344,7101be60002c1b099a1f140f04f3877fb2dc23d6
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86431.45,345,b6d5a813d778c13c665977cacdf154afb7ba627f
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86427.98,346,f53050e3ab1192e7b457870a0d67720316f01834
WATER RESOURCES ENGINEER,UT WATER RESOURCES DIV,86403.15,347,2d6c876f4ee27b00792cdcbcd71497bbfcd45d79
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86339.80,348,04ee36e77085bbd052450aaa5cf66e84a7ce87e0
INSTRUMENT/ELECTRICAL SPVSR,UT WTR RECLAMA & BIOSOLIDS DIV,86250.52,349,270fb2fbf3a1c6a477c4611c47b04dee7e3a034e
POLICE OFFICER,PATROL,86201.29,350,97240cca7a2f7b2e8a8f1014e78dd6c213157e66
POLICE OFFICER,OFFICE OF THE CHIEF,86160.31,351,b8ef0f02b87f721310c96bff52e405104661273c
POLICE OFFICER,PATROL,86143.35,352,931d8e5d93d994bccc8462a81cb8383907fac67b
PLANS ANALYST,COMM DEV & NEIGHBORHOOD SVCS,86138.70,353,39c6448300438ec73b2c900787e3a4e4ce557c49
POLICE OFFICER,INVESTIGATIONS,86090.58,354,c9db130aae6e978063c0bef0c0fa7494d5c29dcd
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,86085.13,355,e7b418cd24311d26f1a9f9a3f5cc1b4a60edce0e
POLICE OFFICER,PATROL,86083.19,356,d1ae6c7975484aaeaeeb61ba4e040f676ba38fb4
POLICE OFFICER,PATROL,86061.23,357,d663b3876d5a9f176c0d67447951bb6c36d0877a
CIVIL ENGINEER II,ENGINEERING,86015.31,358,baae80ee0d408df6e3ed352ade036dc1c8b69204
POLICE OFFICER,PATROL,86007.80,359,4895fac7666a85a11d979cd62dc95039420d7745
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,85986.49,360,c03e8e4a6b6db74c590c94066affe10448338708
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,85969.23,361,0788e2103853cc433bf3d3c5ada5bd0f13f8370a
POLICE OFFICER,PATROL,85926.64,362,156b2e3af97ad99c39991af8861621f0c027c1df
FACILITIES PROJECT MANAGER,OPERATION SERVICES,85909.32,363,ef4be76dedae59189615cbdb761eb1f3b71ff5d9
DATABASE ANALYST,UT PROCESS & SUPERVIS CNTR DIV,85870.52,364,2761223205c121d86fc5b8bb2fe54b78772e641f
STRATEGIC PROJECTS MANAGER,UTILITIES STRATEGIC PLANNING,85791.14,365,a8d00daa4f929f0f1cdb39649e2c8173fe404b6a
POLICE OFFICER,PATROL,85790.91,366,530fd6ff0e2e868c75f552bbd8055a5db88525a4
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,85764.27,367,bc6d9f0f61c1e52ea3b04fa830f3513ed6099521
UTILITY RATE ANALYST,UTILITY FINANCIAL OPERATIONS,85747.50,368,d0741aeae2626cbe9283382034e7a6727ea7d05a
POLICE SERGEANT,PATROL,85728.22,369,0af529bab1b57df73108dd90365526bda31cdb75
CIVIL ENGINEER II,UT WATER UTILITIES ENGINEERING,85641.64,370,ea21c5c6f191db0912b71fdd93d7e614f9b153bb
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,85618.21,371,e4720c6c816054ac2c7933e400c633ac252143b4
POLICE OFFICER,PATROL,85556.72,373,f4d8017247e96deba84d28b98ef6f2ed0dcf63fd
POLICE OFFICER,PATROL,85453.16,374,b28899d9b83be66211f7577aac394926c2cfcdc1
POLICE OFFICER,INVESTIGATIONS,85414.68,375,6da9250c1c2ad5906a6ae9b6d90ed7a6fcf1d1e1
ENVIRONMENTAL REGULATORY SPEC,UT ENVIRO REGULATORY AFFAIRS,85400.76,376,7ce6cb7a9e47229a75354205027787e95b26c3a8
ENVIRONMENTAL REGULATORY SPEC,UT ENVIRO REGULATORY AFFAIRS,85286.40,377,e42075f2854e546f80fba0f41f8fd18e49103862
LIBRARY IT MANAGER,LIBRARY DISTRICT,85179.48,378,a60da338e261b16c33dde0e7193068f0fefefbc7
SR NETWORK ENGINEER,INFORMATION TECHNOLOGY,85116.05,379,ea7aac7c4097d12d893a5005cbdaf0e04c8b9d1f
CREW CHIEF,STREETS,85079.93,380,8092b8f8ec95084c404de99e0f7b4bbf9e786dc5
POLICE OFFICER,INVESTIGATIONS,85073.13,381,116c63e7211e433d2b5e78824cea388551959c6c
POLICE OFFICER,PATROL,85010.68,382,4aaae4a5c49507d6c0288f139abf64be827ff028
POLICE OFFICER,PATROL,85000.46,383,158f2913bf5fe65e708c7289210c1a5492f7b39a
POLICE OFFICER,PATROL,84998.21,384,af8c87c90dca54f71b2120e0597416cb9aadc713
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84883.07,385,f3effb971ac21684e78c98e8163487b007651e07
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84872.82,386,ddc999868d450e084666bb21c339f4d9bb19e16c
POLICE OFFICER,INVESTIGATIONS,84824.84,387,cc4c31fafde1ed5a5b20ca5b789ad6033e3d057d
POLICE OFFICER,PATROL,84810.95,388,8b5968d88bf1e1aabf4ee6a7419489152bd8e672
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84778.92,389,89992b74d48ee2a7bee81b74ebb55b24560a5a8b
FIREFIGHTER 40 HOUR (SPECIAL),POUDRE FIRE AUTHORITY,84767.00,390,37712c85c2d9d27d3b5b48869be8da09cdae9d36
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,84647.38,391,981c1972f09381a2680c14e2d2f6f85271c43962
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84555.10,392,f2f76d4659bd86b882b53c460a0ddd64cfe94bd6
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,84535.86,393,9a43776d420087bf3121899ef6dbb99ca8ecd365
POLICE OFFICER,PATROL,84512.08,394,aabb926ff562fcdea3caa81dbfdad0c8ba2e8e16
SYS INTEGRATOR/NETWK ADMINIST,INFORMATION TECHNOLOGY,84365.41,395,b4adee3c94673dcdb3947575b6a8cf433afdb08c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84343.16,396,57b414aff9cd230ffb8fd33afe3aaf0306f2e258
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84337.04,397,9845b4e09d5960b02d1231a9af682d80ee33ac43
POLICE OFFICER,PATROL,84223.28,398,2d0971fa303a39592df5cad5880254b15c03218a
CIVIL ENGINEER II,UT WATER UTILITIES ENGINEERING,84161.09,399,852e3a53a5ac109db11044f9f846909e2d3ec768
POLICE OFFICER,PATROL,84157.04,400,e4576b2157b359d748bf92e01fa912771e1db2c3
TELECOM SYSTEMS ADMINISTRATOR,L&P OPERATIONS SERVICE UNIT,84153.87,401,e7a5079e948c6332c84963d38014f89aac5d9846
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84064.45,402,45640ebf77218c9c87a1cfd26b9a39af8554c047
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84064.44,403,48300504e03f78d11ece8fe6eaf39fb62095b1f8
DIRECTOR OF PARKS,PARKS,84057.14,404,98a49ec92d60f149ee1e01ac81cc7fe1359e6ecf
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,84036.30,405,6004d5a2ea385bd10507a1025d2c1d2c2d38db1d
POLICE OFFICER,PATROL,83990.96,406,ec88061ea4ce247921a5d33fdfe11db53d4cb974
EMERGENCY SERVICES DISPATCHER,POLICE INFORMATION SERVICES,83947.48,407,aa0e9016524536267cd5c81698d904af026f8f29
POLICE OFFICER,INVESTIGATIONS,83922.83,408,07a0deb2222b6dc0567e3a3c8c0ff3e792407370
POLICE OFFICER,PATROL,83899.09,409,fd3f3c4f3cf9209d8f1f1035a510800ce45756b9
SYSTEMS ANALYST,INFORMATION TECHNOLOGY,83886.54,410,5a6704797624ce6335b95d8b8a6828f367772268
CIVIL ENGINEER II,ENGINEERING,83881.16,411,cc6ef160c0a637226c5644e33b654a7c207d8343
TELECOM TECHNICAL SPECIALIST,INFORMATION TECHNOLOGY,83816.46,412,ecdcf6701817fbc1bad5d8872d2de658eb45ebbc
POLICE OFFICER,INVESTIGATIONS,83760.66,413,f13bcbb58b05f9ec3c25f946c279a715e1b0f7c5
CHIEF SURVEYOR,ENGINEERING,83738.29,414,d22be22fa21c97cb169cacf03787125c1b488542
CREW CHIEF,UT DRAINAGE SYSTEM DIV,83734.64,415,b0e77c826aa6238153f584992a641a8768d8467f
POLICE OFFICER,PATROL,83716.18,416,7fe100502fcf71960b4ca5ea8152d7fb4ff31982
PROJECT MANAGER/DDA,DOWNTOWN DEVELOPMENT AUTHORITY,83704.25,417,800c39dd14ed1da83d3744c6b60a364b3a15c200
LEARNING & ORG DEV MANAGER,HUMAN RESOURCES,83679.00,418,85fe6d6126fd5c45dd218dfc8a2c9be2a8dfa6a8
ELECTRIC FIELD SERVICE MANAGER,ELECTRIC FIELD SERVICES,83645.82,419,626b5fcafcc33580aaad4561f692b48040a60a79
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,83583.90,420,4f1db07ce68ee46c5d0b3a93dc93895860de8eb0
POLICE OFFICER,PATROL,83508.39,421,d8414afc2bf05535f746f38988a48efcbf632d7e
POLICE OFFICER,PATROL,83497.37,422,74aa4445a9a4a38bc783503fca1fe9d9e9a6db0c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,83494.44,423,213736cb0419bf8b65bf7a0822bc10b01801fc0d
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,83444.29,424,fb7a97ee65a1d1ee235cb21b0800b026d90ebde1
LINEWORKER EQUIPMENT SPEC,ELECTRIC FIELD SERVICES,83386.06,425,8bfd69d2c1b8946c29ee7e738c7911e1658e6880
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,83226.80,426,0a0f7664eef66ea962259d44925c066583cd2fd6
SR ELEC UTIL PROJ MGR,UT ELECTRIC SYSTEMS ENG DIV,83198.00,427,eb5055b5229d38ee3ada7fe419a8dff685e8a965
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,83164.75,428,8d840f239dcf796fc24a51073b94f0546ca62d13
POLICE OFFICER,INVESTIGATIONS,83121.88,429,989e116fbf3387c575fa1d27921a918f942c503b
