Job Title,Department,Earnings,meta_row_index,meta_row_id
CITY MANAGER,CITY MANAGER'S OFFICE,218644.73,0,7891f7950c9ab1a0fbccec34e0192a9ac516d867
CITY ATTORNEY,CITY ATTORNEY'S OFFICE,180316.59,1,968845927ce58b2ff0e276cf7ddd105139183b44
UTILITIES EXECUTIVE DIRECTOR,UTILITIES MANAGEMENT,169506.02,2,98445944009ea09e600ecbe7579127267e6e402c
DEPUTY CITY MANAGER,CITY MANAGER'S OFFICE,163448.41,3,7bd11074a970e122175d0a2606a5f62eeb6b835b
CHIEF OF POLICE,OFFICE OF THE CHIEF,157950.34,4,c7af16976eb8af155419a5656251b9ac51b77a08
ASSISTANT CITY MANAGER,CITY MANAGER'S OFFICE,151651.66,5,a7fa6fb60573dc1cc16eea060d4c59ddbb9a8b5e
ADMINISTRATIVE FIRE CHIEF,POUDRE FIRE AUTHORITY,150314.48,6,cd5057a767739b3c32c1a6ee38ee3b9ce45bb320
CHIEF FINANCIAL OFFICER,FINANCE ADMINISTRATION,148041.95,7,ae5deb95b030f41b06f452c31cd1657e7605ab62
SR CONSTRUCTION INSPECTOR,ENGINEERING,141139.73,8,b17caacc5892cc344cffd51dd0d819c654c60dfb
DIRECTOR OF CPRE,COMMUNITY SERVICES ADMIN,136048.91,9,234d10df83d5c691f03dd12ec10d5ca663de6b11
DIVISION CHIEF,POUDRE FIRE AUTHORITY,135171.73,10,94112deb9f13b843993ac11f96e9f7fa93621c6b
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,133912.05,11,21150699825e68114ef42835f7d22e92a3d24883
DIRECTOR OF PDT,PDT ADMINISTRATION,131196.44,12,f622bd49fa1814ac8c650d2d65f151a64b58bc4b
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,128821.04,13,418fcbbb7b1354b7cce39ccc4e331df796e07624
POLICE CAPTAIN - INACTIVE,OFFICE OF THE CHIEF,127594.29,14,f603a0e5d47663d18ac46e9aa2bc925482448ecd
POLICE CAPTAIN - INACTIVE,INVESTIGATIONS,127549.29,15,50354dbe752ec6db122282d882c3928efae4cea6
POLICE CAPTAIN - INACTIVE,PATROL,127541.79,16,545cd88f5d75ca31763758e72c95de84acbf2df2
POLICE CAPTAIN - INACTIVE,POLICE INFORMATION SERVICES,127534.29,17,8ccfc5835ed13de7116c9a11071af20b67db5837
LIGHT AND POWER OPERATIONS MGR,L&P OPERATIONS SERVICE UNIT,126786.19,18,d71721140a29dc0aca9379a8c8d1dbe5991240ab
BATTALION CHIEF II - 40 HR/WK,POUDRE FIRE AUTHORITY,126211.00,19,a7a894033ac884fc06f7076079ce6f64edb2ad6c
CHIEF INFORMATION OFFICER,INFORMATION TECHNOLOGY,124269.00,20,af095ce20db110813beb66b02b61d4301ad80687
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,123748.96,21,27d8a635993f004b45d7f35520a3da8ecfc37628
DEPUTY CITY ATTORNEY,CITY ATTORNEY'S OFFICE,123240.91,22,7156b8d2c20017a202d80c054aeaa61acf9e98ff
DIVISION CHIEF,POUDRE FIRE AUTHORITY,121598.00,23,1474d4eef1bc51fb89187d406eb7673f32b4c50b
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,121432.54,24,04f9262010973e336c8ceeac470c541c9a5dc95f
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,119800.42,25,f4a0f42a45c9752fc59100942ed6abbb90be4b25
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,119721.29,26,4035887591d2088d68c4b335722324bcdd36612a
LIBRARY DIRECTOR,LIBRARY DISTRICT,119110.59,27,88c4e1a0d8afaa364fb59370cbbeafd08f600adf
PFA DIR OF ADMINISTRATIVE SERV,POUDRE FIRE AUTHORITY,118675.63,28,f4f6e46c224c436c28fd5d5fd2fd2cb569e4c139
WATER ENG FIELD OPERATIONS MGR,UT WATER SYSTEMS ENGR DIV,118335.33,29,c62f890b83482f417b2eb6e00a9a1c720db5b7ef
DEPUTY CITY ATTORNEY,CITY ATTORNEY'S OFFICE,118271.34,30,7e5a69dc4ccfbd18fd3d4491aa66a568d66cba0d
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,117956.84,31,381fcbab5add46a27291d1b33e01fff65dc2d33b
CAPTAIN II - 40 HR/WK,POUDRE FIRE AUTHORITY,117945.68,32,17be552e9e1c14ebfb78b13d8afb3a004c91e832
POLICE SERGEANT,PATROL,117137.39,33,d06c110c269f674e1b7fe04ca201e8febf758160
CAPTAIN II - 40 HR/WK,POUDRE FIRE AUTHORITY,117095.51,34,1fe16570f2cb921df2601002f42f338d430c8bae
SUPERVISORY CREW CHIEF,ELECTRIC FIELD SERVICES,116194.02,35,54b40d36b5bf8df5ebe1d6950019774acbf3340e
POLICE SERGEANT,INVESTIGATIONS,116113.60,36,8c224d9758a9076b4275a62ce1b04185b0632ce7
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,115889.93,37,97b19448bb3a9d745ac1c26fd68f76366bac16bd
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,114376.72,38,0f4213cdead1b9aa67e83576410ae4b075873089
POLICE SERGEANT,PATROL,113762.59,39,6ce383c1d782c4a1c92078281f20972496bc32cd
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,113274.42,40,17f301088c91d74dde07b2f845ffe3d16ad25d7a
OPERATIONS SERVICES DIRECTOR,OPERATION SERVICES,113007.49,41,e763c6bb7da21d634fdf80744c7632b99d8e2fd2
POLICE LIEUTENANT,PATROL,112989.38,42,8c33635bd151c0204c33f697ad11bc6b6e31f231
COMM DEV & NEIGH SVCS DIRECTOR,COMM DEV & NEIGHBORHOOD SVCS,112886.00,43,e34f2f9c42cb7528d498a6bf2da766fc89f3bd08
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,112750.53,44,4ecf144d3d3d76cb62e4d27ece1a146953b204b3
LINE CREW CHIEF,ELECTRIC FIELD SERVICES,112577.82,45,b8c999ac917009b3b1bc877484952d8de7bec6b2
POLICE LIEUTENANT,PATROL,112263.69,46,d4460d27a69b6d0ab79c4cc246bf5f2095c95525
FIREFIGHTER 40 HOUR (SPECIAL),POUDRE FIRE AUTHORITY,111872.07,47,85ba99502068464b8947d02ec54e0644c2fc9267
ELECTRIC SYS DESIGN AND IT MGR,UT ELEC SYSTEM DESIGN & IT DIV,111830.72,48,4ea9bf65c84aef2079de61c48d6c4605fbd8247d
WTR RESOURCS/TREATMNT OPNS MGR,UT WATER PRODUCTION DIV,111808.19,49,e1d0130d5c49fc73a5930c56443d0dfa9991149c
BATTALION CHIEF II - 40 HR/WK,POUDRE FIRE AUTHORITY,111600.70,50,e898d8bbd8542e83b963c1b4cf25180e21592567
ENVIRONMENTAL SERVICES MANAGER,UT ENVIRONMENTAL SERVICES DIV,111549.89,51,9ba06745b40cd95ad28411a2e4294ccabeee8460
BATTALION CHIEF II - 40 HR/WK,POUDRE FIRE AUTHORITY,111472.00,52,151226708832b6553c83b8e6998fccac81d76abb
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,111274.02,53,4abf8191526bf35f5adb1a13247c74fc1fb1e594
POLICE LIEUTENANT,INVESTIGATIONS,111126.06,54,3cae6516938cd5183089d2ef72f3e14df9423532
POLICE SERGEANT,INVESTIGATIONS,111108.85,55,ffc2499b817acc71a6d647226e9d4b6ce44264b1
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,111012.50,56,44fa3a66f58b68e473010672e69857b131b71b59
POLICE LIEUTENANT,PATROL,110965.54,57,2c34cbdc78fb568a23e52faac3b9e059ad1c7064
TRAINING CAPTAIN - 40 HR/WK,POUDRE FIRE AUTHORITY,110926.17,58,4df3fb2c19270ac35bfb8d3e8bd70dd0d3072003
SUPERVISORY ELECT SYS OPERATOR,UT ELEC SYSTEM DESIGN & IT DIV,110852.60,59,7004e88b5cf1c95b9a1ec882ff94d9f420307b15
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,110536.20,60,0300f04b7f34b69ccc6379dbdbb89e63f6a714b9
SUPERVISORY CREW CHIEF,ELECTRIC FIELD SERVICES,110130.29,61,46abe48148969982ab13344db4e5c22319d933ac
POLICE LIEUTENANT,PATROL,110110.99,62,d4019fb5b2be1160bc1f781d035e2d4de33ff128
SR DATABASE ANALYST,INFORMATION TECHNOLOGY,110096.60,63,5cc12177f13ed10785203608d0fdd159e07abebb
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,109961.73,64,b4bee2d3e777162429ac1d95f21aa5ec090b8bc8
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,109904.60,65,dc360bd565d278cb5b2053a2ce8931bc191e0842
POLICE LIEUTENANT,PATROL,109825.88,66,9a17f4f7202be8a708e1971fdbcefa21ce140ede
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,109552.87,67,ba9b41b8fd5f054b2d64cf6ba378cfb303453f72
REG & GOV'T AFFRS MGR,UT REG & GOVT AFFAIRS DIV,109512.44,68,73d15923402370b92e445b8060c31262921964a6
POLICE SERGEANT,INVESTIGATIONS,109427.83,69,eb155e1252f0650bf00b43b337dc8c33f95f6eb8
POLICE LIEUTENANT,PATROL,109116.56,70,088ac12ff5bbb8c50023ddd92a3ea0d9a2d4b631
POLICE SERGEANT,PATROL,108983.84,71,1f6551688bf1dd2293a077c03afed5345e3c2aa3
UTIL CUST CONNECTIONS MGR,UTILITIES CUSTOMER CONNECTIONS,108633.33,72,cd2dd06f7e7f54e559e72765d51bafefe1835688
TRAINING CAPTAIN - 40 HR/WK,POUDRE FIRE AUTHORITY,108612.67,73,3e74481a84af5433039595e0e83f90a9e1474476
DIR OF INFRASTRUCTURE SERVICES,ENGINEERING,108442.80,74,e4c744f8ddd3c0c0595b3aa1eb66075f6ee75011
PDT DEPUTY DIRECTOR,PDT ADMINISTRATION,108356.86,75,a37d810ff329460a357cf45bc398189fa90d2a99
POLICE LIEUTENANT,INVESTIGATIONS,107858.71,76,6129f30c999c1cfeada7f5572efb520f57ffddb1
INFORMATION SECURITY ARCHITECT,INFORMATION TECHNOLOGY,107852.87,77,9b16160c22355d0dfdf1af9f04d4f8b7fbdd85ed
POLICE OFFICER,INVESTIGATIONS,107557.79,78,e7dacc7ceaddf650bfddcabf078808f2affaeb00
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,107464.79,79,f3348bf75ee8b2c383d23ba9dd5d84831ae8b9a0
POLICE SERGEANT,OFFICE OF THE CHIEF,107446.87,80,e847547337200f2a869d0db64afe91b30c7ffea9
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,107272.11,81,4a2fde040f0a442fe800f273a269c0c5b99d5ab8
POLICE SERGEANT,PATROL,107195.43,82,dcc2cc8a18521aa295447e359488da848f6f9105
STANDARDS ENGINEERING MGR,UT STANDARDS ENGINEERING DIV,107110.36,83,105931aa0e948f8694286674cd5335aa7f30f681
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,106935.96,84,03361d02da5f45765c5c33f34f8083fe8b3be525
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,106757.47,85,c257119bc5e04c4babff5fab81cfdeff7b0ea103
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,106538.92,86,d9e7db3b390b1e6538f371acab83bdc709b808e5
HUMAN RESOURCES DIRECTOR,HUMAN RESOURCES,106492.52,87,d909d3e154bc21ae9ecb8a1c105fd9db18a4ebd4
ELECTRIC FIELD SERVICE MANAGER,ELECTRIC FIELD SERVICES,106477.45,88,d064d9698fbe35306cf56773681f0f1dedf1ddda
TELECOM SYSTEMS ADMINISTRATOR,L&P OPERATIONS SERVICE UNIT,106468.92,89,8d37ca52042c01f490899a46f737586e2e23959c
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,105763.45,90,3bcf6c2fb7c51c1d9c46bdc6d673e229ffe86304
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,105453.69,91,e4516c01271bd062a74de0be659529a8960c3d5d
CAPTAIN II - 40 HR/WK,POUDRE FIRE AUTHORITY,105326.97,92,fdbcb62fcb0511a0393bec9ee1358b73c9da50d9
SR. ELECTRIC SYSTEMS OPERATOR,UT ELEC SYSTEM DESIGN & IT DIV,105234.87,93,44c40c28a8d1acd0135d4e560453105b5b5e63c5
SR  ASSISTANT ATTORNEY,CITY ATTORNEY'S OFFICE,105001.53,94,1dd5c16a2111561efe686e48351090804dfbe457
CAPTAIN I - 40 HR/WK,POUDRE FIRE AUTHORITY,104615.11,95,f0a668c5f4784e6115248c118ee8e290a55e1d83
POLICE SERGEANT,PATROL,104532.30,96,f5bb80f6a3bfbc6cd36ed4397a9ec320776032bf
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,104236.25,97,35221066b9902cc1298edee6045ab2e17f275ce3
POLICE OFFICER,INVESTIGATIONS,103960.63,98,8985e238ef68b3912a62ba7dac5c51e72ff66166
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,103915.69,99,715d4dcf1d79383c45ad6c08f0717466dd05d0d2
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,103563.47,100,38b7278587a924e8995ce06e2494a1a2afa15e02
POLICE OFFICER,INVESTIGATIONS,103517.91,101,617f5543160b872046032ed3bcbf63c8e3ddec0d
SR DATABASE ADMINISTRATOR,INFORMATION TECHNOLOGY,103475.42,102,b96d1649e16859b445797e93c882bb4e7aea9945
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,103463.45,103,3446d1b083470786fc195502708c59763127221e
EXECUTIVE DIRECTOR DDA,DOWNTOWN DEVELOPMENT AUTHORITY,103429.04,104,f528054e2319e4261d17c5a7a3d543b9f7f280e5
ECONOMIC HEALTH DIRECTOR,ECONOMIC DEVELOPMENT,103409.32,105,43cdd3302332f97583ff826e9eb262456ca49a43
FIREFIGHTER 40 HOUR (SPECIAL),POUDRE FIRE AUTHORITY,103368.07,106,296352df2fb262facc14dd43148871c265c32f9f
CONTRLLER/ASST FINANCIAL OFFCR,"ACCOUNTING, SALES TX, TREASURY",103291.35,107,71a5de047cbd33a43f31dbee7aee02494b38457c
WATER PRODUCTION MANAGER,UT WATER PRODUCTION DIV,102869.35,108,6f9288b0bcbeb3c81310395e541485636aba66a1
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,102787.73,109,a6bccd1a690d0fac482797597a38ff171cfd269e
POLICE OFFICER,INVESTIGATIONS,102692.57,110,3abf4658d8d72159c3d6b7830a585d1774138278
POLICE SERGEANT,INVESTIGATIONS,102566.28,111,2ac125066cfdc6233cb59329699744a29b7368d1
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,102559.80,112,cc0e8f6669ae5dbf904db8d40cc57f911cf45160
CHIEF ENGINEER,UT WATER SYSTEMS ENGR DIV,102495.44,113,3bc5b66610b7c21a57cb2cc0447a542ff1261211
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,102404.82,114,3ac10473a4d352303a57da99993accd7211fdd7d
LINE CREW CHIEF,ELECTRIC FIELD SERVICES,102369.44,115,5365344214df8d133ad0fbc6123ee98a074c0448
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,102122.18,116,9f141e1fe7499c64afc381c9a242bf68ccf36540
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,101864.04,117,642a6fd403bfd3e0cf45891631ecd946312eca18
POLICE SERGEANT,PATROL,101839.66,118,c122c3987cfff5fb8cc26dc7b073f7e294656e3d
SR DATABASE ADMINISTRATOR,INFORMATION TECHNOLOGY,101722.50,119,c3dc12b7211cbf91175929acea5ec6a1cec8e23a
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,101657.15,120,21973b0185084d8f2e10bcb934d9dba8c8cef3fa
CITY TRAFFIC ENGINEER,TRAFFIC,101547.48,121,f59bcafbd9b7aa6b0af61c81ef7079e86811e624
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,101515.18,122,d0fc50f51506aaab9b97233eabbed1ced2565e99
POLICE OFFICER,INVESTIGATIONS,101450.76,123,672ea0a3cedfbef5336d5a64afdec24e86c1470e
TRANSFORT/DAR GENERAL MANAGER,RIDE,101356.47,124,53de4cc6652ff20b3cf9401734af5030c56888a3
LINE CREW CHIEF,ELECTRIC FIELD SERVICES,101344.53,125,949983d349671641c70d9a900c50d75bf5303c1d
PROCESS/SYSTEMS SUPERVISOR,UT PROCESS & SUPERVIS CNTR DIV,101089.95,126,6233fecb9eb8725c67f88dc2e64ed1263ef62932
UTIL HLTH SAFTY & SECURTY MGR,SAFETY AND SECURITY,101086.29,127,4c6b8edc4c8c9ac2d35ba7646be03b378d888985
ELECTRIC DIST SAFETY SPVSR,ELECTRIC FIELD SERVICES,101002.19,128,53223ee994f0abb443c46e8aabe32c311bb3c208
STRATEGIC PROJECTS MANAGER,UTILITIES STRATEGIC PLANNING,100924.50,129,bd4823fef5fdc5b966a4883cb0083c9bb8a4565a
SR ELECTRICAL ENGINEER,UT ELECTRIC SYSTEMS ENG DIV,100796.58,130,c986385cd1a13b16bf117e11924c93810c4a8f9f
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,100439.62,131,40c94d036762b1257a06b763dfe38c4152671bed
POLICE SERGEANT,PATROL,100296.04,132,28f95b94670b869d2b0fc3f4328e0698779a252e
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,99934.63,133,f16f02890d8f738a5c28e615f587bf660644c734
ENVIRONMENTAL SERVICES DIRECTR,ENVIRONMENTAL SERVICES,99929.73,134,0f9c45ef307146068d7644a4a436ec66d6356e38
CITY CLERK,CITY CLERK'S OFFICE,99920.00,135,db63d810db0468cc51d43ea903b7af451748aed8
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,99872.45,136,98718911c21bfda4721ac265fc5b16c57c9590d1
POLICE SERGEANT,PATROL,99825.92,137,d9efff5364151881cd636c04c66705ceb13fed9e
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,99823.62,138,aa049e6727eb0f34803ff56f1544d898b64c0e00
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,99534.38,139,63a688a4a891a16a86ec50fd0b28af24aee81009
POLICE SERGEANT,INVESTIGATIONS,99525.03,140,fd83e4f8cfac178a9193a06b31a0aea41ba996a9
POLICE OFFICER,PATROL,99418.54,141,4cd0a93db1c14d4d34acdc3f2c9e549bf6b502da
TRAINING CAPTAIN - 40 HR/WK,POUDRE FIRE AUTHORITY,99345.41,142,9653a0a32257b4202655c64805e6546e9ebc32a9
POLICE OFFICER,INVESTIGATIONS,99328.75,143,663222840382a826a4f199f56193ad788ab9c18c
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,99265.76,144,e4900f460a758139c14618c4f8b1039a8961c2f1
MUNICIPAL JUDGE,MUNICIPAL COURT,99173.62,145,b8e12c872029604e39d9a6a86a528caae30b0adc
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,99000.42,146,a35021940e687e6ebbf217e13859efb47a0bd3d1
STREETS SUPERINTENDENT,STREETS,98967.38,147,cf657ae4efea9caaaa8027855a77151899c528ab
POLICE OFFICER,PATROL,82340.61,410,a2aa3fa5a91d8c92640512ec6157602084b8c1bf
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,98962.41,148,ff95f719937076d5f81982afafdf1f27aaaca936
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,94493.94,199,f4bf7aec0698e30d52aba7d41257b8b084c1ad95
STORMWATER/FLOODPLAIN PROG MGR,UT MSTR PLAN & FLDPL ADMIN DIV,98955.60,149,705d576f8bd18c677fed3f051a5394b9419f83a4
NATURAL RESOURCES DIRECTOR,NATURAL AREAS,98903.81,150,f097b8537bec0d689dbb3817409ff495dc83ae2e
POLICE OFFICER,PATROL,98787.23,151,9a44d2fe9117e2e8d5dfc1f5f97084dabc4b072c
POLICE SERGEANT,PATROL,98768.39,152,77a148ba812646ea2c5c28735239534c43716ac2
CAPTAIN II - 40 HR/WK,POUDRE FIRE AUTHORITY,98540.73,153,850d252de980ad1d96304803eb1b16d6f1a66903
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,98430.14,154,2c05f1f3bfcb7c5a3d2ea31a20885513ba065088
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,98110.87,155,25b4ce0d83ee20b932ce3abc2f0f15bd63854015
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,97971.43,156,6c425892e46c18aa9fefbd54e8be3f76e802ccf7
DIR OF PARK PLANNING & DEV,PARK PLANNING & DEVELOPMENT,97933.50,157,7b0153ae888c7b3633d41c0ec65d429ae2409188
POLICE SERGEANT,OFFICE OF THE CHIEF,97820.48,158,a9248d147ae6c44fdb7e707cf4611d0afb385679
DIR OF SOCIAL SUSTAINABILITY,SOCIAL SUSTAINABILITY,97790.39,159,cb03e383999cac0d54e9bda3fde96fb266a25766
PARKING SVS & TRANS BUDGET MGR,PARKING,97790.39,160,afb8b15aaea22cfcf00e97cb4a2d0cecd09d2391
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,97680.60,161,b8eb19664f6baf78d194c9e1dad7bf0c646eb84d
ASST OPERATIONS SERVICES DIR,OPERATION SERVICES,97658.19,162,9c1caeab841367734eb741cb490503065d118524
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,97417.04,163,ec28e117441c75f54d06046c16e76e8ee41ac093
ASST FIRE MARSHALL-NON ROTATE,POUDRE FIRE AUTHORITY,97310.84,164,34d28c29c4c9c2b6aff3eb34bc9e659d3454b23f
EMERGENCY SERVICES COMM MGR,POLICE INFORMATION SERVICES,97308.31,165,2d66b9f8a894ae2871c221adb48963b404f2614c
LIBRARY FINANCE OFFICER,LIBRARY DISTRICT,97010.98,166,4a35243bb7f42ea5652093edf282b0d10f7ad035
"COMP, BENEFITS & HRIS MGR",HUMAN RESOURCES,96833.53,167,de9045efe7729cbedbb484f3445077cad6df3161
SR NETWORK ENGINEER,INFORMATION TECHNOLOGY,96734.72,168,9a1b301f6bdbac210eb341d8c6d31b178ed03f79
FIRE INSPECT COORD - 56 HR/WK,POUDRE FIRE AUTHORITY,96654.31,169,2efb2042ac889dd9abad9d4653d7a178575fdbe6
POLICE OFFICER,INVESTIGATIONS,96623.80,170,78a1945778292351f8446ea9e6de0cdb7dc52f30
POLICE OFFICER,INVESTIGATIONS,96538.41,171,c4ebdcbd251a0176ba7304f1434c90a2acbed8fd
POLICE SERGEANT,PATROL,96478.74,172,7119eaa739c6c018300c327352f6a16221f4d048
IT DIRECTOR - APPLICATION SVCS,INFORMATION TECHNOLOGY,96459.00,173,3ffb004671f068ac6c936b4ac7fd8261e0b8fb7b
WATER RECLAM / BIOSOLIDS MGR,UT WTR RECLAMA & BIOSOLIDS DIV,96396.58,174,344aa62cc5e7f9ca39ad44212e66888134ae602f
LINE EQUIPMENT CREW CHIEF,ELECTRIC FIELD SERVICES,96312.26,175,12a85c4ce78216a373fb93c5f9a3cea13953227a
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,96021.22,176,81084b88f1c4f708d4c37a9b44ae3aec5c77b6a7
WATER UTILITY DEV REVIEW MGR,UT WATER SYSTEMS ENGR DIV,95831.78,177,58af693fe1f71c207d6383bba171bcdb633d1763
ELECTRIC SYSTEMS OPERATOR,UT ELEC SYSTEM DESIGN & IT DIV,95831.62,178,4505302959a5758a55369c856d1cb15dbfce57b8
STRATEGIC FINANCIAL PLNNG MGR,UTILITY FINANCIAL OPERATIONS,95817.44,179,86a7c470279cca53a4729056128939f68155b13f
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,95790.87,180,83c1a3a8109ce40079fe393a64a67e5dde7d379e
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,95789.53,181,7e6bdcb6cae8a239d00a8f8db40254738db68b3d
WATER RESOURCES MANAGER,UT WATER RESOURCES DIV,95765.17,182,405c214a5c2dd35f76ea2c72d15b713f07bb6ccd
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,95370.22,183,b84bdf665376402d07b14f0801644aa1797e9767
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,95334.50,184,ba59de63299ad3f7ea0c15a362b0cef7c0c163b6
PAVEMENT MGMT PROGRAM MGR,STREETS,95254.00,185,ed2956f8c8bc73e15d986336dda5d24f67021814
LINE CREW CHIEF,ELECTRIC FIELD SERVICES,95218.46,186,4e997df5a0c2eb5ac461dd2d2fbfb31d75d3a311
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,95124.11,187,bd7f8cad562274e468dde3ea7a6125c58292cd0e
ENERGY SERVICES MANAGER,UTILITIES CUSTOMER CONNECTIONS,94974.32,188,116ff4337acfddaed667d9037e355f85e159f537
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,94910.13,189,73a318898ec71576aa8c22bf0b10b0863102236d
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,94906.26,190,de42527bd2ecf8c45ab814dabbeda0ec93ea5624
SPECIAL PROJECTS ENGINEER,ENGINEERING,94843.64,191,2389ac1e55c99cccd0e8395f65b96861b786e603
DIRECTOR OF PARKS,PARKS,94830.18,192,db5ce9d97db964dfc141fc3431f20664c2e6615b
RECREATION DIRECTOR,RECREATION,94812.42,193,c5542591e75fd40a19146e49648554fd89ae3e8b
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,94725.32,194,90ac9bd0964f9b883aa4e277f04369da4f3e730e
STREET OVERSIZING PROGRAM MGR,ENGINEERING,94691.16,195,9295739c3a88b05a10679e1681270106c6f0d5a9
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,94672.70,196,343179d0c99fcfcca7ca87d22df16ac864cbd274
SR ELECTRICAL ENGINEER,L&P OPERATIONS SERVICE UNIT,94631.16,197,e4ec1c7f1f25a605aebc65267705407b6ff971a7
DEVELOPMENT REVIEW MANAGER,ENGINEERING,94631.16,198,d0037538f42a7b7c98c2105946ee8fca6ba2e992
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,94441.02,200,9b9035506985b25cbce3481363c25911f0a40bbc
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,94391.52,201,787f7d2f821873f71369fed66c283333f2ea6607
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,94355.81,202,31afcd11b1aba6f1792ce5b334d3c9959326a1b1
SPECIAL SERVICES SUPERVISOR,ELECTRIC FIELD SERVICES,94349.09,203,26e44fa0813d4f2eb8d7129ed5d8311271ac83ce
POLICE OFFICER,PATROL,94261.53,204,c8c06df2108151c4fababa31dae5ad4beaf59334
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,94253.25,205,94561459f1513b564256bfcd2584f67167cf002c
SR  ASSISTANT ATTORNEY,CITY ATTORNEY'S OFFICE,94233.17,206,1f732e90eedf20f292ce2ac7a22837a6f0d70abd
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,94160.45,207,71f7bb02506c467107e00ddc3f774bf8ee6ad661
POLICE SERGEANT,PATROL,94036.05,208,11711f970a5e171e8053caed7cc8ad2f41fcdc28
